day,month,Open Date,Open Date,Open time,Open Date,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
18,jun,June ,June 18,1687046400000,6/18/2023 0:00:00,0.4794,0.4979,0.4741,0.4868,225020544,1687132799999,109694269.3,162331,114826765,55992741.87,0
19,jun,June ,June 19,1687132800000,6/19/2023 0:00:00,0.4868,0.4991,0.4811,0.4936,322187608,1687219199999,158029204.6,171967,185635687,91030496.42,0
20,jun,June ,June 20,1687219200000,6/20/2023 0:00:00,0.4935,0.4967,0.4716,0.4929,378325906,1687305599999,183652110.9,194078,216177701,104945447.8,0
21,jun,June ,June 21,1687305600000,6/21/2023 0:00:00,0.4928,0.5034,0.4892,0.4999,408749828,1687391999999,202941709.1,223743,201253336,99901919.98,0
22,jun,June ,June 22,1687392000000,6/22/2023 0:00:00,0.4999,0.5272,0.4821,0.4938,442729597,1687478399999,223220058.1,282412,220460792,111186415.8,0
23,jun,June ,June 23,1687478400000,6/23/2023 0:00:00,0.4937,0.5023,0.484,0.4961,345391930,1687564799999,170930777.4,202216,175959099,87070644.97,0
24,jun,June ,June 24,1687564800000,6/24/2023 0:00:00,0.496,0.4961,0.478,0.4865,193097516,1687651199999,94403166.46,119543,87559930,42799028.25,0
25,jun,June ,June 25,1687651200000,6/25/2023 0:00:00,0.4865,0.4977,0.4829,0.4903,191583170,1687737599999,93843422.81,110926,91535455,44847196.91,0
26,jun,June ,June 26,1687737600000,6/26/2023 0:00:00,0.4903,0.4919,0.4701,0.479,305338027,1687823999999,147000463.7,163717,164313915,79125978.46,0
27,jun,June ,June 27,1687824000000,6/27/2023 0:00:00,0.479,0.4851,0.4759,0.4838,291583944,1687910399999,140122274.3,132593,170409437,81890011.9,0
28,jun,June ,June 28,1687910400000,6/28/2023 0:00:00,0.4839,0.4844,0.4493,0.4647,325837765,1687996799999,153329584.8,164563,160054361,75360618.77,0
29,jun,June ,June 29,1687996800000,6/29/2023 0:00:00,0.4648,0.4773,0.4612,0.4747,211214558,1688083199999,99147276.31,102466,99428284,46653603.34,0
30,jun,June ,June 30,1688083200000,6/30/2023 0:00:00,0.4747,0.4827,0.4498,0.4729,393612239,1688169599999,185778507.6,219961,206804219,97637006.36,0
1,jul,July ,July 1,1688169600000,7/1/2023 0:00:00,0.473,0.476,0.464,0.4732,232549409,1688255999999,109210900.3,114813,112551888,52843353.73,0
2,jul,July ,July 2,1688256000000,7/2/2023 0:00:00,0.4732,0.4961,0.4697,0.4845,337155089,1688342399999,163094435,204517,169389025,81968064.09,0
3,jul,July ,July 3,1688342400000,7/3/2023 0:00:00,0.4844,0.4914,0.4784,0.489,357020349,1688428799999,172807675.5,177511,195183785,94480944.93,0
4,jul,July ,July 4,1688428800000,7/4/2023 0:00:00,0.489,0.4935,0.4816,0.4872,299439491,1688515199999,146031583.7,139674,165140768,80532724.37,0
5,jul,July ,July 5,1688515200000,7/5/2023 0:00:00,0.4872,0.4919,0.4696,0.4777,292620010,1688601599999,140622559.5,148600,142142736,68265941.18,0
6,jul,July ,July 6,1688601600000,7/6/2023 0:00:00,0.4777,0.4842,0.4612,0.4622,304125111,1688687999999,143805418.8,146023,145499308,68749062.67,0
7,jul,July ,July 7,1688688000000,7/7/2023 0:00:00,0.4622,0.4708,0.4575,0.4687,230688947,1688774399999,107533605.8,98575,128623111,59963241.06,0
8,jul,July ,July 8,1688774400000,7/8/2023 0:00:00,0.4686,0.4748,0.4649,0.4704,116031881,1688860799999,54396568.35,67003,54698166,25647459.47,0
9,jul,July ,July 9,1688860800000,7/9/2023 0:00:00,0.4705,0.4717,0.4664,0.468,80147955,1688947199999,37629361.63,49473,37615860,17660411.66,0
10,jul,July ,July 10,1688947200000,7/10/2023 0:00:00,0.4681,0.48,0.4622,0.478,334545737,1689033599999,157526649.3,128843,196678652,92586651.08,0
11,jul,July ,July 11,1689033600000,7/11/2023 0:00:00,0.478,0.4784,0.4709,0.4753,225681776,1689119999999,107129231.8,91922,142244626,67514288.8,0
12,jul,July ,July 12,1689120000000,7/12/2023 0:00:00,0.4753,0.4772,0.4648,0.471,220670755,1689206399999,104191095.8,92981,116953580,55207497.84,0
13,jul,July ,July 13,1689206400000,7/13/2023 0:00:00,0.471,0.938,0.4695,0.8153,2499971165,1689292799999,1758482750,2895839,1283335461,902411938.5,0
14,jul,July ,July 14,1689292800000,7/14/2023 0:00:00,0.8151,0.8253,0.6686,0.7179,1525175518,1689379199999,1152019102,1488766,747023143,564392817.1,0
15,jul,July ,July 15,1689379200000,7/15/2023 0:00:00,0.7178,0.7362,0.6919,0.7145,703355719,1689465599999,504452504.5,570922,352604001,252898894.7,0
16,jul,July ,July 16,1689465600000,7/16/2023 0:00:00,0.7144,0.79,0.702,0.7468,946644269,1689551999999,709571949.1,702277,468579505,351170171.9,0
17,jul,July ,July 17,1689552000000,7/17/2023 0:00:00,0.7468,0.7662,0.7122,0.7374,608872143,1689638399999,450106863.5,558954,290377052,214801588,0
18,jul,July ,July 18,1689638400000,7/18/2023 0:00:00,0.7373,0.785,0.7304,0.7779,598030609,1689724799999,450543299,509457,305055600,229840410.9,0
19,jul,July ,July 19,1689724800000,7/19/2023 0:00:00,0.778,0.8547,0.7685,0.8199,913495953,1689811199999,735553987.6,802098,458229227,368957610.7,0
20,jul,July ,July 20,1689811200000,7/20/2023 0:00:00,0.8198,0.8489,0.771,0.7942,643507521,1689897599999,521605123,611114,306579872,248526194.7,0
21,jul,July ,July 21,1689897600000,7/21/2023 0:00:00,0.7942,0.7987,0.7601,0.7713,411233974,1689983999999,320767846,365226,197345145,153928576.4,0
22,jul,July ,July 22,1689984000000,7/22/2023 0:00:00,0.7713,0.7799,0.7215,0.7331,324984749,1690070399999,246545025.7,276750,154064874,116947966.7,0
23,jul,July ,July 23,1690070400000,7/23/2023 0:00:00,0.733,0.7525,0.7149,0.7384,293811431,1690156799999,216785787.3,238690,144354221,106520035,0
24,jul,July ,July 24,1690156800000,7/24/2023 0:00:00,0.7384,0.743,0.6808,0.7021,513611905,1690243199999,363034637.2,396133,253010067,178930368.9,0
25,jul,July ,July 25,1690243200000,7/25/2023 0:00:00,0.702,0.7163,0.6743,0.7089,393523223,1690329599999,274098541.9,298525,204658105,142547972.7,0
26,jul,July ,July 26,1690329600000,7/26/2023 0:00:00,0.709,0.7313,0.6927,0.7161,369415295,1690415999999,261953542.4,285830,176482725,125112103.7,0
27,jul,July ,July 27,1690416000000,7/27/2023 0:00:00,0.7161,0.7328,0.7061,0.7139,312450860,1690502399999,223798115.8,234866,153414664,109885193.2,0
28,jul,July ,July 28,1690502400000,7/28/2023 0:00:00,0.7138,0.7189,0.7021,0.712,200990844,1690588799999,143020949.8,151837,102076937,72626564.21,0
29,jul,July ,July 29,1690588800000,7/29/2023 0:00:00,0.7119,0.7158,0.7041,0.7121,105603908,1690675199999,75047405.35,89353,51125021,36331593.44,0
30,jul,July ,July 30,1690675200000,7/30/2023 0:00:00,0.7122,0.7358,0.6825,0.7046,267572438,1690761599999,190600448.5,210962,131622770,93779858.53,0
31,jul,July ,July 31,1690761600000,7/31/2023 0:00:00,0.7047,0.7205,0.685,0.6976,378390957,1690847999999,266346676.6,269243,190713559,134212862.4,0
1,aug,August ,August 1,1690848000000,8/1/2023 0:00:00,0.6976,0.7082,0.6732,0.7069,366664318,1690934399999,253808721.4,249515,191698094,132712479.7,0
2,aug,August ,August 2,1690934400000,8/2/2023 0:00:00,0.7069,0.7081,0.6762,0.685,257325957,1691020799999,177961279.1,174266,120665883,83461567.55,0
3,aug,August ,August 3,1691020800000,8/3/2023 0:00:00,0.6849,0.6875,0.6543,0.663,353547025,1691107199999,236749567.6,226606,174990342,117145810.9,0
4,aug,August ,August 4,1691107200000,8/4/2023 0:00:00,0.6629,0.6677,0.625,0.6356,350885648,1691193599999,228894407.1,230924,176746535,115380800,0
5,aug,August ,August 5,1691193600000,8/5/2023 0:00:00,0.6356,0.6358,0.6106,0.6288,290912373,1691279999999,181546677.4,179581,136965392,85461432.67,0
6,aug,August ,August 6,1691280000000,8/6/2023 0:00:00,0.6288,0.6388,0.6214,0.624,201522971,1691366399999,127064254.2,121397,98804635,62288303.64,0
7,aug,August ,August 7,1691366400000,8/7/2023 0:00:00,0.624,0.6299,0.5967,0.6236,446625792,1691452799999,275111720.7,240945,239747218,147715461.8,0
8,aug,August ,August 8,1691452800000,8/8/2023 0:00:00,0.6235,0.6482,0.6141,0.6418,377837388,1691539199999,237638533.3,232904,195793475,123088717.7,0
9,aug,August ,August 9,1691539200000,8/9/2023 0:00:00,0.6418,0.6662,0.6314,0.6433,440268396,1691625599999,285460658.9,314311,210533282,136582312.9,0
10,aug,August ,August 10,1691625600000,8/10/2023 0:00:00,0.6434,0.6445,0.6241,0.6331,294658012,1691711999999,186480960.8,185661,147223726,93170481.5,0
11,aug,August ,August 11,1691712000000,8/11/2023 0:00:00,0.6331,0.6413,0.6257,0.6318,225898829,1691798399999,142904471.6,120251,123365934,78048700.34,0
12,aug,August ,August 12,1691798400000,8/12/2023 0:00:00,0.6317,0.6335,0.6224,0.6276,87289374,1691884799999,54910098.79,65669,40329277,25364808.36,0
13,aug,August ,August 13,1691884800000,8/13/2023 0:00:00,0.6276,0.6385,0.6235,0.6256,137308778,1691971199999,86527939.45,83412,69143337,43591575.9,0
14,aug,August ,August 14,1691971200000,8/14/2023 0:00:00,0.6256,0.6369,0.6241,0.6343,260175236,1692057599999,163740850.6,127557,144956012,91223903.57,0
15,aug,August ,August 15,1692057600000,8/15/2023 0:00:00,0.6342,0.6348,0.58,0.6104,388356202,1692143999999,238684860.2,218779,199337884,122697326,0
16,aug,August ,August 16,1692144000000,8/16/2023 0:00:00,0.6104,0.617,0.572,0.5889,581618879,1692230399999,346941847.5,279695,269002603,160403480.2,0
17,aug,August ,August 17,1692230400000,8/17/2023 0:00:00,0.589,0.5948,0.4226,0.5064,847602528,1692316799999,457574868,561395,400999026,216345951.2,0
18,aug,August ,August 18,1692316800000,8/18/2023 0:00:00,0.5064,0.523,0.4829,0.5062,724839898,1692403199999,364518617.2,408177,366575412,184344265.7,0
19,aug,August ,August 19,1692403200000,8/19/2023 0:00:00,0.5062,0.5249,0.5006,0.5199,298930279,1692489599999,153282783.4,150689,154895921,79449694.27,0
20,aug,August ,August 20,1692489600000,8/20/2023 0:00:00,0.52,0.5582,0.516,0.5384,452910011,1692575999999,243112521.8,239464,232153394,124661740.4,0
21,aug,August ,August 21,1692576000000,8/21/2023 0:00:00,0.5385,0.5398,0.503,0.5245,528716245,1692662399999,276083692.1,252648,272749275,142451659.1,0
22,aug,August ,August 22,1692662400000,8/22/2023 0:00:00,0.5245,0.5256,0.5032,0.521,422200069,1692748799999,217743145.7,188540,218157198,112545160.5,0
23,aug,August ,August 23,1692748800000,8/23/2023 0:00:00,0.5211,0.5368,0.5157,0.5301,286855957,1692835199999,150276948.7,147779,141137280,73948786.85,0
24,aug,August ,August 24,1692835200000,8/24/2023 0:00:00,0.5302,0.5319,0.5111,0.5187,252154333,1692921599999,131630382.9,119874,123755650,64586965.55,0
25,aug,August ,August 25,1692921600000,8/25/2023 0:00:00,0.5187,0.5319,0.5078,0.5258,326124248,1693007999999,168716071.9,153423,170560378,88256914.47,0
26,aug,August ,August 26,1693008000000,8/26/2023 0:00:00,0.5258,0.5283,0.5178,0.5231,110436094,1693094399999,57772395.75,63903,54969599,28763660.38,0
27,aug,August ,August 27,1693094400000,8/27/2023 0:00:00,0.5231,0.5303,0.5163,0.5236,132391247,1693180799999,69622811.36,70834,69357564,36474906.99,0
28,aug,August ,August 28,1693180800000,8/28/2023 0:00:00,0.5235,0.525,0.5102,0.5232,266211960,1693267199999,138002651.5,113377,147203511,76323852.63,0
29,aug,August ,August 29,1693267200000,8/29/2023 0:00:00,0.5232,0.5496,0.5131,0.5398,458921685,1693353599999,243625243.1,217227,239623870,127023861.2,0
30,aug,August ,August 30,1693353600000,8/30/2023 0:00:00,0.5398,0.5404,0.5216,0.5284,279526116,1693439999999,148049982.3,117945,140504186,74411065.89,0
31,aug,August ,August 31,1693440000000,8/31/2023 0:00:00,0.5284,0.5288,0.495,0.511,359350681,1693526399999,185642613.4,164905,181684019,93856000.85,0
1,sep,September ,September 1,1693526400000,9/1/2023 0:00:00,0.511,0.512,0.4864,0.498,390869888,1693612799999,196180468.7,155643,204079025,102455148.5,0
2,sep,September ,September 2,1693612800000,9/2/2023 0:00:00,0.4981,0.5029,0.4943,0.4988,173634913,1693699199999,86413967.26,79123,91500733,45546277.04,0
3,sep,September ,September 3,1693699200000,9/3/2023 0:00:00,0.4989,0.5107,0.4971,0.5047,148603214,1693785599999,74878959.35,75137,77527599,39068328.37,0
4,sep,September ,September 4,1693785600000,9/4/2023 0:00:00,0.5047,0.513,0.4966,0.5087,293271541,1693871999999,148200901.3,120518,158135856,79918791.87,0
5,sep,September ,September 5,1693872000000,9/5/2023 0:00:00,0.5087,0.5088,0.499,0.5056,260333041,1693958399999,131087885.3,101751,144411083,72731672.49,0
6,sep,September ,September 6,1693958400000,9/6/2023 0:00:00,0.5056,0.5058,0.4909,0.5033,255134232,1694044799999,127756291.8,102329,123848270,62014296.17,0
7,sep,September ,September 7,1694044800000,9/7/2023 0:00:00,0.5033,0.5069,0.4965,0.505,209969723,1694131199999,105141976.3,91757,102975196,51566842.62,0
8,sep,September ,September 8,1694131200000,9/8/2023 0:00:00,0.5051,0.5076,0.4941,0.505,223628172,1694217599999,112392001.6,95729,120272281,60463044.77,0
9,sep,September ,September 9,1694217600000,9/9/2023 0:00:00,0.5049,0.5049,0.5015,0.5038,69132813,1694303999999,34798028.54,38367,35071176,17653495.27,0
10,sep,September ,September 10,1694304000000,9/10/2023 0:00:00,0.5038,0.5039,0.4923,0.4969,144849888,1694390399999,72189553.53,73444,72227525,35998516,0
11,sep,September ,September 11,1694390400000,9/11/2023 0:00:00,0.4969,0.4982,0.459,0.4744,484437445,1694476799999,231551329.5,199473,264691203,126542737,0
12,sep,September ,September 12,1694476800000,9/12/2023 0:00:00,0.4744,0.4867,0.47,0.4804,356403388,1694563199999,170451184.1,157173,199985277,95632256.07,0
13,sep,September ,September 13,1694563200000,9/13/2023 0:00:00,0.4804,0.4897,0.4723,0.4832,274586793,1694649599999,131944337.1,120668,134459146,64605482.3,0
14,sep,September ,September 14,1694649600000,9/14/2023 0:00:00,0.4833,0.4941,0.4799,0.4892,232539752,1694735999999,112816288.4,104856,117719680,57098592.6,0
15,sep,September ,September 15,1694736000000,9/15/2023 0:00:00,0.4892,0.5086,0.4874,0.5005,305608308,1694822399999,151756322.9,148714,161120758,80024791.83,0
16,sep,September ,September 16,1694822400000,9/16/2023 0:00:00,0.5004,0.5035,0.4968,0.4998,132881408,1694908799999,66494200.14,69955,60242932,30147561.38,0
17,sep,September ,September 17,1694908800000,9/17/2023 0:00:00,0.4997,0.5004,0.4894,0.4925,142846615,1694995199999,70781411.85,77296,67806967,33601870.2,0
18,sep,September ,September 18,1694995200000,9/18/2023 0:00:00,0.4925,0.5077,0.4864,0.503,298374742,1695081599999,148765121.7,141284,162051650,80796803.84,0
19,sep,September ,September 19,1695081600000,9/19/2023 0:00:00,0.503,0.5166,0.5005,0.514,295258283,1695167999999,150372427.5,133750,156742817,79824699.98,0
20,sep,September ,September 20,1695168000000,9/20/2023 0:00:00,0.5139,0.5254,0.5065,0.5212,288497937,1695254399999,149026404.2,158253,142322211,73525015.58,0
21,sep,September ,September 21,1695254400000,9/21/2023 0:00:00,0.5213,0.5214,0.5001,0.5071,277323578,1695340799999,141242377.5,136496,130468517,66439264.08,0
22,sep,September ,September 22,1695340800000,9/22/2023 0:00:00,0.5072,0.517,0.5036,0.5122,233893377,1695427199999,119497921.2,110454,123565418,63137263.94,0
23,sep,September ,September 23,1695427200000,9/23/2023 0:00:00,0.5122,0.5138,0.5055,0.5076,101716334,1695513599999,51932821.01,58142,49616069,25329747.74,0
24,sep,September ,September 24,1695513600000,9/24/2023 0:00:00,0.5076,0.5118,0.4984,0.5021,112889323,1695599999999,57298613.7,62706,53403822,27105177.27,0
25,sep,September ,September 25,1695600000000,9/25/2023 0:00:00,0.502,0.5072,0.4912,0.5056,303674393,1695686399999,151571274.5,136979,166339963,83029751.17,0
26,sep,September ,September 26,1695686400000,9/26/2023 0:00:00,0.5056,0.5075,0.496,0.5019,271054261,1695772799999,136072298.7,114431,149252617,74936633.08,0
27,sep,September ,September 27,1695772800000,9/27/2023 0:00:00,0.5019,0.5071,0.4968,0.4993,237514582,1695859199999,119114611,96466,111402400,55867840.1,0
28,sep,September ,September 28,1695859200000,9/28/2023 0:00:00,0.4993,0.5102,0.4952,0.5098,247906960,1695945599999,124424022.7,112462,112647783,56545530.02,0
29,sep,September ,September 29,1695945600000,9/29/2023 0:00:00,0.5097,0.5494,0.5061,0.5215,604996777,1696031999999,318719390.9,293360,307468655,161922962.2,0
30,sep,September ,September 30,1696032000000,9/30/2023 0:00:00,0.5215,0.5218,0.5134,0.5149,144866051,1696118399999,74870559.53,90666,64164148,33169129.19,0
1,oct,October ,October 1,1696118400000,10/1/2023 0:00:00,0.5148,0.526,0.5137,0.5241,167673504,1696204799999,87152009.19,93784,80609393,41896257.2,0
2,oct,October ,October 2,1696204800000,10/2/2023 0:00:00,0.524,0.5266,0.5075,0.5123,319018957,1696291199999,165774736.4,154104,166196254,86401262.92,0
3,oct,October ,October 3,1696291200000,10/3/2023 0:00:00,0.5122,0.5479,0.5055,0.539,398167814,1696377599999,206974439.7,201496,203694962,105900255.6,0
4,oct,October ,October 4,1696377600000,10/4/2023 0:00:00,0.5391,0.5426,0.5194,0.5326,422012491,1696463999999,224478611.1,252846,196513456,104534460.9,0
5,oct,October ,October 5,1696464000000,10/5/2023 0:00:00,0.5326,0.5326,0.5155,0.5227,234313709,1696550399999,122773047.5,124894,102534761,53727987.31,0
6,oct,October ,October 6,1696550400000,10/6/2023 0:00:00,0.5227,0.5298,0.5169,0.5255,219784262,1696636799999,114860940.7,108276,108610178,56774850.45,0
7,oct,October ,October 7,1696636800000,10/7/2023 0:00:00,0.5255,0.5258,0.5197,0.5216,63137112,1696723199999,32985340.12,42699,27457388,14345149.36,0
8,oct,October ,October 8,1696723200000,10/8/2023 0:00:00,0.5216,0.5234,0.5153,0.5174,82864720,1696809599999,43049947.73,47808,36987080,19218933.55,0
9,oct,October ,October 9,1696809600000,10/9/2023 0:00:00,0.5174,0.5201,0.4875,0.5027,322604658,1696895999999,162917539.7,168707,163273142,82489936.65,0
10,oct,October ,October 10,1696896000000,10/10/2023 0:00:00,0.5027,0.5027,0.4917,0.4965,228001743,1696982399999,113450223.3,105934,120875971,60149312.99,0
11,oct,October ,October 11,1696982400000,10/11/2023 0:00:00,0.4964,0.4977,0.4788,0.4888,241504648,1697068799999,117525638.6,120496,118211153,57514805.57,0
12,oct,October ,October 12,1697068800000,10/12/2023 0:00:00,0.4889,0.4889,0.4729,0.483,259545095,1697155199999,124638564.3,119543,126255506,60611492.38,0
13,oct,October ,October 13,1697155200000,10/13/2023 0:00:00,0.4831,0.4907,0.4786,0.4851,257150898,1697241599999,124170633.9,111281,138564974,66913667.27,0
14,oct,October ,October 14,1697241600000,10/14/2023 0:00:00,0.4852,0.4883,0.4835,0.4865,93826664,1697327999999,45567697.42,48460,43842373,21290202.92,0
15,oct,October ,October 15,1697328000000,10/15/2023 0:00:00,0.4866,0.4902,0.485,0.4874,101648635,1697414399999,49526308.33,52730,48542625,23654083.28,0
16,oct,October ,October 16,1697414400000,10/16/2023 0:00:00,0.4874,0.5109,0.485,0.4978,405705160,1697500799999,200854473.2,175199,209838813,103850732.2,0
17,oct,October ,October 17,1697500800000,10/17/2023 0:00:00,0.4977,0.498,0.4845,0.4912,268586946,1697587199999,131923465.7,120034,139102789,68346840.81,0
18,oct,October ,October 18,1697587200000,10/18/2023 0:00:00,0.4911,0.4924,0.4855,0.4878,202731261,1697673599999,99190110.24,93794,95507745,46730314.36,0
19,oct,October ,October 19,1697673600000,10/19/2023 0:00:00,0.4878,0.5245,0.4769,0.5197,445455672,1697759999999,221204640.8,235163,225107522,111914414.8,0
20,oct,October ,October 20,1697760000000,10/20/2023 0:00:00,0.5197,0.5309,0.5084,0.5149,412008957,1697846399999,213465377,270506,205217825,106354592.3,0
21,oct,October ,October 21,1697846400000,10/21/2023 0:00:00,0.515,0.5325,0.5109,0.5208,179110644,1697932799999,93228244.94,124952,80712196,42039537.84,0
22,oct,October ,October 22,1697932800000,10/22/2023 0:00:00,0.5208,0.5242,0.5118,0.5226,165306102,1698019199999,85805435.81,110334,76453578,39686484.08,0
23,oct,October ,October 23,1698019200000,10/23/2023 0:00:00,0.5226,0.5536,0.5199,0.5475,522483834,1698105599999,278286849.1,316448,266647117,141985590.4,0
24,oct,October ,October 24,1698105600000,10/24/2023 0:00:00,0.5475,0.5866,0.5346,0.5588,798801237,1698191999999,445409828.2,522803,379754729,211957219.8,0
25,oct,October ,October 25,1698192000000,10/25/2023 0:00:00,0.5587,0.5639,0.5404,0.5552,369106629,1698278399999,204340817.5,231634,172405035,95433855.96,0
26,oct,October ,October 26,1698278400000,10/26/2023 0:00:00,0.5552,0.5695,0.5426,0.5533,397423009,1698364799999,220409474.9,239506,184267960,102188634.9,0
27,oct,October ,October 27,1698364800000,10/27/2023 0:00:00,0.5534,0.5588,0.5325,0.543,312543838,1698451199999,171491048.4,179059,155341688,85222513.69,0
28,oct,October ,October 28,1698451200000,10/28/2023 0:00:00,0.543,0.5506,0.5405,0.5446,110912293,1698537599999,60491790.56,75484,53184502,29010312.42,0
29,oct,October ,October 29,1698537600000,10/29/2023 0:00:00,0.5446,0.5614,0.5405,0.5561,160069611,1698623999999,88554355.81,111204,73781934,40807822.95,0
30,oct,October ,October 30,1698624000000,10/30/2023 0:00:00,0.556,0.5843,0.5494,0.578,436757242,1698710399999,248232480.4,249097,220367736,125182701.8,0
31,oct,October ,October 31,1698710400000,10/31/2023 0:00:00,0.578,0.6213,0.5627,0.5996,621793128,1698796799999,368660558.8,405292,310096261,183809081.6,0
